orig_Temp_K,orig_avg_electronegativity,orig_avg_atomic_mass,orig_avg_ionic_radius,orig_num_elements,orig_li_fraction,orig_composition_entropy,orig_electronegativity_variance,orig_group_diversity,orig_packing_efficiency_proxy,orig_li_to_anion_ratio,orig_heaviest_element_mass,orig_lightest_element_mass,orig_is_mixture,orig_formula_complexity,orig_total_atoms,log_Ionic_Conductivity
298.2844675,2.2226,57.086,1.4751,4.0,0.3,1.017054871,1.072442975,3.0,0.387755102,0.5,88.91,6.94,0.0,40.0,10.0,-4.669586226650809
298.1940361,1.854285714,28.65809524,1.273968254,5.0,0.428571429,1.197835201,0.571720408,5.0,0.2,0.9,126.9,6.94,0.0,63.0,12.6,-5.235823867609669
297.9084015,2.040555556,49.70666667,1.416666667,6.0,0.333333333,1.537987101,0.612249691,5.0,0.2,0.6,126.9,6.94,0.0,108.0,18.0,-2.434862384730878
308.1407454,2.212,50.533,1.482,4.0,0.3,1.279854226,0.953376,3.0,0.345454545,0.5,126.9,6.94,0.0,40.0,10.0,-3.2702700231042114
297.7587753,2.381578947,38.12473684,1.426842105,4.0,0.263157895,0.95148796,1.087287603,4.0,0.397790055,0.416666667,173.05,6.94,0.0,38.0,9.5,-5.896196279044043
302.2722762,2.251818182,26.61636364,1.254545455,4.0,0.363636364,1.263654432,1.22205124,4.0,0.397790055,0.666666667,91.22,6.94,0.0,44.0,11.0,-5.991399828238082
307.6903869,2.302727273,27.24318182,1.385,3.0,0.318181818,0.893223951,1.085588889,3.0,0.419889503,0.538461538,44.96,6.94,0.0,33.0,11.0,-2.4712636079037216
302.7917398,2.279029536,35.80109705,1.116181435,6.0,0.270042194,1.248826078,1.386992456,5.0,0.407894737,0.533333333,138.91,6.94,0.0,142.2,23.7,-2.9144101222394623
311.8512748,1.951666667,30.45333333,1.261666667,3.0,0.333333333,1.011404265,0.512680556,3.0,0.288043478,0.666666667,72.63,6.94,0.0,18.0,6.0,-3.997712957628136
302.862883,2.850234588,20.99533006,1.109574468,6.0,0.072558647,1.059983059,0.918679365,6.0,0.314285714,0.110833333,88.91,6.94,0.0,109.98,18.33,-3.2547167033937074
302.6344437,2.272,41.133,1.434,4.0,0.3,1.279854226,1.021536,3.0,0.387755102,0.5,88.91,6.94,0.0,40.0,10.0,-2.0951035814271246
297.6752492,2.057014405,24.30616892,1.270111837,5.0,0.312069428,1.213556849,0.63250816,4.0,0.239130435,0.58230384,92.91,6.94,0.0,111.77,22.354,-2.6553112888775185
307.9064211,2.146,3.8816,0.375,4.0,0.1,0.940447989,0.219044,3.0,0.171052632,0.0,14.01,1.008,1.0,40.0,10.0,-2.5200016854957528
307.1477506,1.798148148,23.32518519,1.223703704,5.0,0.481481481,1.15670772,0.616939556,5.0,0.204081633,1.083333333,79.9,6.94,0.0,67.5,13.5,-2.5971549054109184
301.9554979,1.8812,31.0564,1.266,5.0,0.4,1.355161622,0.56098656,4.0,0.222222222,1.25,78.97,6.94,0.0,125.0,25.0,-2.8062839391541234
303.3188608,2.38389313,27.97152672,1.390229008,4.0,0.183206107,0.992039974,0.943439506,4.0,0.298342541,0.3,35.45,6.94,0.0,26.2,6.55,-5.092051478387727
297.9469204,2.214375,26.33375,1.2425,5.0,0.25,1.461472129,0.761662109,4.0,0.239130435,0.444444444,91.22,6.94,0.0,80.0,16.0,-2.5549886473534804
295.2547368,2.286808511,40.28553191,1.119361702,5.0,0.276595745,1.22744303,1.37691904,4.0,0.457142857,0.541666667,180.95,6.94,0.0,117.5,23.5,-3.760282697842278
299.8933587,2.851092896,21.14759563,1.112622951,6.0,0.071038251,1.059594385,0.900457143,6.0,0.314285714,0.108333333,47.87,6.94,0.0,109.8,18.3,-4.076755981369724
310.2909876,2.368,34.834,1.394,3.0,0.3,0.897945725,0.988896,3.0,0.419889503,0.5,114.82,6.94,0.0,30.0,10.0,-2.826469929794202
293.0291796,2.271701681,35.23823529,1.113781513,6.0,0.275210084,1.258354295,1.373998225,6.0,0.442857143,0.545833333,138.91,6.94,0.0,142.8,23.8,-5.2839966563652006
302.8004983,2.397647059,35.10411765,1.436470588,4.0,0.235294118,1.071017889,0.899728395,4.0,0.391304348,0.363636364,91.22,6.94,0.0,34.0,8.5,-3.3253868359855656
297.3518712,2.375308176,37.78401258,1.423987421,4.0,0.267924528,0.950326781,1.087287603,4.0,0.397790055,0.426,173.05,6.94,0.0,38.16,9.54,-5.835647144215563
297.787194,2.783636364,61.66295455,1.1875,4.0,0.022727273,0.866971242,1.286588889,4.0,0.457142857,0.033333333,180.95,6.94,0.0,17.6,4.4,-5.496209316942819
302.0107625,1.942822581,21.21854839,1.245241935,6.0,0.435483871,1.296188536,0.794405859,5.0,0.217391304,0.9,35.45,6.94,0.0,74.4,12.4,-2.272601253978703
293.3447884,2.472222222,35.31111111,1.455555556,3.0,0.222222222,0.848685558,0.955150617,3.0,0.397790055,0.333333333,91.22,6.94,0.0,27.0,9.0,-3.1842051587035027
302.4229841,2.284878049,27.83512195,1.275121951,4.0,0.341463415,1.262967904,1.22205124,4.0,0.397790055,0.608695652,91.22,6.94,0.0,41.0,10.25,-5.82102305270683
303.5398821,1.80608365,27.92015209,1.256844106,5.0,0.467680608,1.147093943,0.578331556,5.0,0.2,1.025,126.9,6.94,0.0,65.75,13.15,-4.286509456906058
293.4355545,2.629731959,34.8605567,1.153340206,4.0,0.070103093,1.045857909,1.275922222,4.0,0.435714286,0.113333333,138.91,6.94,0.0,19.4,4.85,-3.029660098576694
308.6914351,2.291196581,38.00957265,1.117350427,5.0,0.273504274,1.222839033,1.379576,5.0,0.457142857,0.533333333,180.95,6.94,0.0,117.0,23.4,-3.044858948602968
312.8571429,2.385454545,45.69681818,1.135,4.0,0.227272727,1.157033336,1.352115702,4.0,0.457142857,0.416666667,180.95,6.94,0.0,88.0,22.0,-6.152427340857888
309.06742,2.2992,41.2116,1.1204,4.0,0.28,1.152962068,1.41646336,4.0,0.5,0.538461538,178.49,6.94,0.0,100.0,25.0,-3.376382749250043
310.5360444,2.0928,6.64024,0.3436,4.0,0.0,0.971046713,0.06918816,3.0,0.156862745,0.0,22.99,1.008,0.0,100.0,25.0,-4.87942606879415
302.7367401,1.767941176,26.63941176,1.237647059,5.0,0.485294118,1.15206703,0.575632889,5.0,0.181818182,1.1,126.9,6.94,0.0,68.0,13.6,-3.313240430056311
293.4062901,2.097368421,12.92263158,0.998947368,4.0,0.473684211,1.028094057,1.364966759,4.0,0.285714286,1.125,28.09,6.94,0.0,76.0,19.0,-6.698970004336019
303.1070584,2.853825137,20.9510929,1.109672131,5.0,0.071038251,1.049159727,0.856755,5.0,0.314285714,0.108333333,47.87,6.94,0.0,91.5,18.3,-3.6455150793101545
300.9261895,1.797142857,17.71428571,0.980357143,6.0,0.535714286,1.367670768,1.002533333,4.0,0.070652174,1.875,35.45,6.94,0.0,42.0,7.0,-2.8637590064793836
306.0640419,2.860698925,22.48177419,1.096612903,6.0,0.086021505,1.111875973,0.763290249,5.0,0.285714286,0.133333333,72.63,6.94,0.0,111.6,18.6,-3.3897370573381904
312.742496,2.927777778,26.17222222,1.188888889,4.0,0.222222222,1.149059697,1.747817284,3.0,0.397790055,0.333333333,91.22,6.94,0.0,36.0,9.0,-5.856985199745905
312.9574835,1.885826772,22.10055118,1.245511811,5.0,0.448818898,1.216168202,0.726325,4.0,0.224489796,0.95,79.9,6.94,0.0,63.5,12.7,-1.75637357082824
306.1033956,1.808,32.744,1.176,3.0,0.6,0.950270539,1.089216,3.0,0.345454545,1.5,126.9,6.94,0.0,15.0,5.0,-6.005682847330363
303.0606805,2.828941799,20.95883598,1.115238095,6.0,0.084656085,1.137764736,0.824538776,6.0,0.243093923,0.130081301,47.87,6.94,1.0,113.4,18.9,-3.6666373758325053
298.0684895,1.87890625,20.91390625,1.2384375,4.0,0.453125,1.147592187,0.758263776,4.0,0.239130435,0.966666667,35.45,6.94,0.0,51.2,12.8,-2.313261781798559
303.0231063,2.00052381,23.77721429,1.276285714,5.0,0.333333333,1.060596869,0.569309641,3.0,0.239130435,0.636363636,121.76,6.94,0.0,105.0,21.0,-6.377785977033705
303.0668921,2.432702703,33.29405405,1.439189189,4.0,0.243243243,0.925940886,1.040315702,4.0,0.397790055,0.375,91.22,6.94,0.0,37.0,9.25,-2.73653223834029
298.0020199,2.279745763,36.55470339,1.115021186,6.0,0.277542373,1.215984841,1.328209024,6.0,0.378571429,0.545833333,180.95,6.94,0.0,141.6,23.6,-3.3963663741245926
302.5435074,2.872432432,22.58135135,1.098648649,5.0,0.081081081,1.080768657,0.765246,5.0,0.314285714,0.125,72.63,6.94,0.0,92.5,18.5,-3.686305688549546
298.3053274,1.80608365,27.92015209,1.256844106,5.0,0.467680608,1.147093943,0.578331556,5.0,0.2,1.025,126.9,6.94,0.0,65.75,13.15,-4.374687549038326
303.2111885,2.31375,34.87125,1.415,4.0,0.25,1.213007566,0.932623438,4.0,0.391304348,0.4,91.22,6.94,0.0,32.0,8.0,-2.795811621349219
302.313279,1.866133333,21.79586667,1.2208,5.0,0.386666667,0.996695714,0.687563265,4.0,0.217391304,0.816901408,32.07,6.94,0.0,15.0,3.0,-2.9575394746654977
303.0961434,2.437956989,39.82365591,1.429354839,4.0,0.247311828,0.933736605,0.989006612,4.0,0.359116022,0.383333333,178.49,6.94,0.0,37.2,9.3,-3.0779818190327157
295.0675589,2.872432432,22.58135135,1.098648649,5.0,0.081081081,1.080768657,0.765246,5.0,0.314285714,0.125,72.63,6.94,0.0,92.5,18.5,-3.616913855643821
308.6638885,2.042666667,70.55366667,1.107,4.0,0.166666667,1.213556991,1.314686222,4.0,0.457142857,0.416666667,180.95,6.94,0.0,120.0,30.0,-5.598599459218456
303.0719782,2.466707317,21.59536585,1.13,4.0,0.317073171,0.941481082,1.335432231,4.0,0.471428571,0.541666667,183.84,6.94,0.0,82.0,20.5,-3.5616665425054803
298.1846101,2.354705882,34.19264706,1.425,3.0,0.264705882,0.901208471,1.082976,3.0,0.419889503,0.428571429,88.91,6.94,0.0,25.5,8.5,-5.640164517660112
308.2851638,1.968333333,4.165333333,0.427,4.0,0.133333333,0.950963632,0.202813889,2.0,0.264705882,0.0,22.99,1.008,1.0,120.0,30.0,-5.38933983691012
302.8591798,2.145714286,31.235,1.037857143,5.0,0.357142857,1.277673726,1.396503061,5.0,0.092857143,0.833333333,138.91,6.94,0.0,140.0,28.0,-2.92174732657486
308.203045,1.995539906,24.72370892,1.286244131,5.0,0.328638498,1.083896408,0.574397732,5.0,0.239130435,0.625,140.12,6.94,0.0,106.5,21.3,-2.4615373673015895
311.9284698,1.95275,22.107,1.249,4.0,0.375,1.073572375,0.72094321,3.0,0.239130435,0.75,32.07,6.94,0.0,32.0,8.0,-5.350665141287858
312.4124777,2.311163793,36.78318966,1.12,6.0,0.254310345,1.249243998,1.31775456,6.0,0.442857143,0.491666667,138.91,6.94,0.0,139.2,23.2,-1.787311114846076
296.6047653,2.365111111,37.25322222,1.128444444,5.0,0.244444444,1.196911522,1.3174,5.0,0.457142857,0.458333333,138.91,6.94,0.0,112.5,22.5,-4.568636235841013
293.1931058,1.732167832,20.03846154,1.192657343,4.0,0.51048951,0.936401128,0.5702125,4.0,0.239130435,1.216666667,72.63,6.94,0.0,57.2,14.3,-2.7448372887680406
312.8034906,2.853825137,20.9510929,1.109672131,5.0,0.071038251,1.049159727,0.856755,5.0,0.314285714,0.108333333,47.87,6.94,0.0,91.5,18.3,-4.304518323509803
299.8357065,2.185384615,4.064769231,0.357692308,5.0,0.076923077,1.043793881,0.179947929,4.0,0.171052632,0.0,14.01,1.008,1.0,65.0,13.0,-2.0067114106283435
297.7311382,2.617893661,36.05398773,1.152965235,5.0,0.067484663,1.060852676,1.109812245,5.0,0.435714286,0.11,138.91,6.94,0.0,24.45,4.89,-3.0426499182356275
297.9984702,1.861092437,22.9505042,1.222689076,5.0,0.411764706,1.084387794,0.54980416,5.0,0.239130435,0.890909091,72.63,6.94,0.0,119.0,23.8,-4.2541448048262716
303.1814457,2.377474747,34.87737374,1.39959596,4.0,0.292929293,0.927571628,0.988041322,4.0,0.397790055,0.483333333,114.82,6.94,0.0,39.6,9.9,-0.3218216317920301
303.1888028,1.860615385,23.69530769,1.232923077,5.0,0.461538462,1.206264068,0.780525,4.0,0.224489796,1.0,79.9,6.94,0.0,65.0,13.0,-2.821314789482827
297.8981385,2.284893617,37.49553191,1.116170213,5.0,0.276595745,1.218998086,1.379576,5.0,0.457142857,0.541666667,180.95,6.94,0.0,117.5,23.5,-3.459534125597778
303.2232633,2.432727273,48.245,1.170454545,4.0,0.227272727,1.157033336,1.290747107,4.0,0.542857143,0.416666667,208.98,6.94,0.0,88.0,22.0,-4.542118103266008
312.5,1.922580645,22.21120968,1.256048387,5.0,0.435483871,1.227087321,0.739142222,4.0,0.2,0.9,126.9,6.94,0.0,62.0,12.4,-1.6689655075722958
312.9825395,2.314827586,26.64758621,1.36862069,3.0,0.24137931,0.959254883,1.059734694,3.0,0.397790055,0.411764706,35.45,6.94,0.0,17.4,5.8,-4.6439741428068775
312.5770469,1.89201581,21.35494071,1.245889328,5.0,0.438735178,1.196832206,0.763784,5.0,0.239130435,0.925,40.08,6.94,0.0,63.25,12.65,-1.9855869141166027
308.0577823,1.495,8.7075,0.6025,2.0,0.75,0.562335145,0.795675,2.0,0.171052632,0.0,14.01,6.94,0.0,8.0,4.0,-4.485452247339714
312.6734505,2.262251309,35.14528796,1.111832461,5.0,0.287958115,1.192195959,1.374168,5.0,0.457142857,0.572916667,138.91,6.94,0.0,119.375,23.875,-2.9289940895645294
294.813449,2.346526946,33.33365269,1.377005988,4.0,0.293413174,1.009144251,0.954921,4.0,0.408839779,0.5,114.82,6.94,0.0,33.4,8.35,-3.093186743292329
298.1279378,1.929112903,24.26552419,1.255524194,7.0,0.435483871,1.391216779,0.768733984,5.0,0.204081633,0.9,79.9,6.94,0.0,86.8,12.4,-2.1241543567582677
302.8523724,2.284893617,37.49553191,1.116170213,5.0,0.276595745,1.218998086,1.379576,5.0,0.457142857,0.541666667,180.95,6.94,0.0,117.5,23.5,-3.2638785051362786
297.9188444,1.6125,35.1375,1.0125,3.0,0.5,1.039720771,0.81866875,3.0,0.397790055,2.0,91.22,6.94,0.0,12.0,4.0,-3.3365158048856065
308.1888698,2.162,59.678,1.521,4.0,0.3,1.313834033,0.881076,3.0,0.345454545,0.5,126.9,6.94,0.0,40.0,10.0,-3.461916632186505
298.3230362,2.287978723,35.79957447,1.115531915,5.0,0.265957447,1.216231418,1.37366944,5.0,0.385714286,0.520833333,138.91,6.94,0.0,117.5,23.5,-3.326281646989594
297.6633428,2.2992,41.2116,1.1204,4.0,0.28,1.152962068,1.41646336,4.0,0.5,0.538461538,178.49,6.94,0.0,100.0,25.0,-3.6975759872603358
303.030303,2.393469388,36.07806122,1.405306122,4.0,0.285714286,0.924381548,0.96126281,4.0,0.35359116,0.466666667,180.95,6.94,0.0,39.2,9.8,-2.7282443318899383
312.2307544,2.68,50.07375,1.5325,3.0,0.125,0.73562194,0.7081,3.0,0.35359116,0.166666667,180.95,6.94,0.0,24.0,8.0,-1.9507874060447716
303.0336006,1.855969582,20.81121673,1.219315589,6.0,0.467680608,1.233393381,0.78675625,5.0,0.239130435,1.025,91.22,6.94,0.0,78.9,13.15,-2.9891346412142346
297.7061981,2.291196581,38.00957265,1.117350427,5.0,0.273504274,1.222839033,1.379576,5.0,0.457142857,0.533333333,180.95,6.94,0.0,117.0,23.4,-3.095473789970064
294.5590994,1.840769231,24.06615385,1.243076923,4.0,0.461538462,1.118968867,0.657884024,4.0,0.224489796,1.0,79.9,6.94,0.0,52.0,13.0,-1.2988020135465101
299.2652366,1.93125,22.50875,1.26,3.0,0.375,0.974314753,0.558135938,3.0,0.239130435,0.75,32.07,6.94,0.0,24.0,8.0,-5.326979092871104
298.0017673,2.368,34.834,1.394,3.0,0.3,0.897945725,0.988896,3.0,0.419889503,0.5,114.82,6.94,0.0,30.0,10.0,-2.9028079608886634
297.9127135,1.840769231,24.06615385,1.243076923,4.0,0.461538462,1.118968867,0.657884024,4.0,0.224489796,1.0,79.9,6.94,0.0,52.0,13.0,-0.9516402306931079
308.2901554,2.214375,26.33375,1.2425,5.0,0.25,1.461472129,0.761662109,4.0,0.239130435,0.444444444,91.22,6.94,0.0,80.0,16.0,-2.7767639866425835
297.7906569,2.194688129,26.73179074,1.340925553,4.0,0.197183099,0.999609196,0.39436776,3.0,0.239130435,0.327759197,32.07,6.94,0.0,3976.0,994.0,-4.204815410317576
299.8177731,1.893636364,21.94969697,1.243636364,4.0,0.393939394,1.041913681,0.527441,4.0,0.217391304,0.8125,32.07,6.94,0.0,33.0,8.25,-2.940617607408588
294.8502762,1.93168343,22.64788115,1.258959767,4.0,0.366331392,1.035015602,0.550962626,4.0,0.239130435,0.732662785,32.07,6.94,1.0,3022.4,755.6,-4.219682687859849
297.8874911,2.35974359,29.57025641,1.408974359,4.0,0.282051282,0.946998139,1.040315702,4.0,0.397790055,0.458333333,91.22,6.94,0.0,39.0,9.75,-2.8918241214744076
312.9237822,1.9316,21.009,1.2404,5.0,0.44,1.262757104,0.845984889,4.0,0.239130435,0.916666667,35.45,6.94,0.0,62.5,12.5,-2.065838206932871
298.1778023,2.266218487,36.16451681,1.113193277,6.0,0.285714286,1.214717251,1.392327367,6.0,0.457142857,0.566666667,180.95,6.94,0.0,142.8,23.8,-3.0730209862773985
303.2261518,2.182,26.824,1.344,3.0,0.2,0.950270539,0.384016,3.0,0.239130435,0.333333333,32.07,6.94,0.0,30.0,10.0,-3.5532811382697522
300.9621839,1.819056604,23.68867925,1.233207547,5.0,0.471698113,1.154677661,0.616939556,5.0,0.204081633,1.041666667,79.9,6.94,0.0,66.25,13.25,-2.8502618922589664
300.9621839,1.829809524,23.87561905,1.238095238,5.0,0.466666667,1.144329149,0.616939556,5.0,0.204081633,1.020833333,79.9,6.94,0.0,65.625,13.125,-3.0424908832063013
303.030303,2.461630435,36.83347826,1.442717391,12.0,0.239130435,1.112401537,0.748665928,8.0,0.35359116,0.366666667,180.95,6.94,0.0,110.4,9.2,0.24206918720442777
303.490441,2.002438095,23.82541905,1.275542857,5.0,0.333333333,1.072437121,0.569309641,3.0,0.239130435,0.636363636,121.76,6.94,0.0,105.0,21.0,-6.51427857351842
293.2435378,1.648,20.782,0.56,3.0,0.4,1.054920168,0.308696,3.0,0.526315789,0.0,30.97,6.94,0.0,15.0,5.0,-6.632644078973981
308.0533565,1.984575472,24.64122642,1.284056604,4.0,0.330188679,1.020782535,0.530080907,4.0,0.239130435,0.630630631,140.12,6.94,0.0,84.8,21.2,-2.607985794703038
307.3060184,2.313,39.845,1.404,3.0,0.3,0.897945725,1.080801,3.0,0.419889503,0.5,164.93,6.94,0.0,30.0,10.0,-3.2244703754191724
293.0610154,2.495,34.85416667,1.442222222,4.0,0.222222222,0.964155696,1.064241,3.0,0.397790055,0.333333333,91.22,6.94,0.0,36.0,9.0,-3.5777155538695258
303.2085357,1.904634761,40.47297229,1.399596977,4.0,0.0,1.002803188,0.542977778,4.0,0.358695652,0.0,183.84,22.99,0.0,31.76,7.94,0.5337587972073596
302.9128096,2.1012,5.60616,0.3372,4.0,0.04,0.964068122,0.06491456,3.0,0.210526316,0.0,12.01,1.008,1.0,100.0,25.0,-6.393618634889395
303.1506487,2.437826087,36.3473913,1.444130435,4.0,0.239130435,0.916512116,1.060606612,4.0,0.397790055,0.366666667,167.26,6.94,0.0,36.8,9.2,-3.2612257816273384
312.2776826,1.884,25.3956,1.25,4.0,0.4,1.049634821,0.567128,4.0,0.239130435,0.833333333,118.71,6.94,0.0,100.0,25.0,-2.7852766589070983
304.8474124,1.908404908,22.16920245,1.25006135,4.0,0.386503067,1.026019635,0.527441,4.0,0.217391304,0.7875,32.07,6.94,0.0,32.6,8.15,-2.9499258656223417
298.5298415,1.838675624,24.20168906,1.242629559,5.0,0.462571977,1.127278609,0.618064889,5.0,0.224489796,1.004166667,118.71,6.94,0.0,65.125,13.025,-2.8880885465427077
312.7407282,1.87890625,20.91390625,1.2384375,4.0,0.453125,1.147592187,0.758263776,4.0,0.239130435,0.966666667,35.45,6.94,0.0,51.2,12.8,-2.1044486765617783
298.2995043,2.254166667,34.98958333,1.110416667,4.0,0.291666667,1.172954578,1.414307639,4.0,0.514285714,0.583333333,138.91,6.94,0.0,96.0,24.0,-3.5707420313561316
299.8969871,2.276666667,35.16822785,1.114894515,6.0,0.282700422,1.217942083,1.368380621,6.0,0.464285714,0.558333333,138.91,6.94,0.0,142.2,23.7,-3.4693239921512897
304.1714067,2.029411765,5.385058824,0.412352941,4.0,0.058823529,0.885288834,0.222884,3.0,0.27,0.0,40.08,1.008,1.0,34.0,8.5,-5.91721462968355
307.7623828,2.333478261,39.02913043,1.105217391,5.0,0.260869565,1.251058332,1.354953119,5.0,0.457142857,0.5,180.95,6.94,0.0,115.0,23.0,-6.567030709125595
298.3021802,1.997333333,22.39123077,1.271179487,5.0,0.384615385,1.265770052,0.71429975,4.0,0.239130435,0.75,35.45,6.94,0.0,195.0,39.0,-8.452225294612177
302.9361104,2.18922179,27.87077821,1.349338521,4.0,0.194552529,1.032701348,0.376139472,3.0,0.222222222,0.333333333,78.97,6.94,1.0,3084.0,771.0,-3.2381435480271006
308.2806861,1.830380952,24.73866667,1.240857143,5.0,0.466666667,1.144329149,0.618064889,5.0,0.224489796,1.020833333,118.71,6.94,0.0,65.625,13.125,-2.5290944838385516
302.8163489,1.9413,22.761825,1.2561,5.0,0.375,1.053761196,0.649064,3.0,0.239130435,0.75,121.76,6.94,0.0,40.0,8.0,-3.3323248199188362
308.7360043,2.326,27.848,1.395,3.0,0.3,0.897945725,1.054164,3.0,0.419889503,0.5,44.96,6.94,0.0,30.0,10.0,-2.7088419089946196
302.7882356,2.356597938,33.09701031,1.418350515,4.0,0.278350515,0.950324617,1.064219835,4.0,0.397790055,0.45,91.22,6.94,0.0,38.8,9.7,-2.8089888125636633
311.6666756,2.281101695,35.63483051,1.114491525,5.0,0.271186441,1.209575925,1.37366944,5.0,0.385714286,0.533333333,138.91,6.94,0.0,118.0,23.6,-3.1456228976430403
297.8410761,2.314827586,26.64758621,1.36862069,3.0,0.24137931,0.959254883,1.059734694,3.0,0.397790055,0.411764706,35.45,6.94,0.0,17.4,5.8,-5.062482107982653
303.1226697,2.354705882,34.19264706,1.425,3.0,0.264705882,0.901208471,1.082976,3.0,0.419889503,0.428571429,88.91,6.94,0.0,25.5,8.5,-5.519993057042849
293.2163448,2.27778481,35.57405063,1.11464135,6.0,0.272151899,1.248050398,1.373998225,6.0,0.442857143,0.5375,138.91,6.94,0.0,142.2,23.7,-4.321481620959886
312.9262009,2.4175,43.77125,1.3575,4.0,0.25,1.213007566,1.07904375,4.0,0.386740331,0.4,178.49,6.94,0.0,32.0,8.0,-3.3039207043746988
299.3440723,1.886,23.5524,1.2436,4.0,0.4,1.049634821,0.567528,4.0,0.239130435,0.833333333,72.63,6.94,0.0,100.0,25.0,-1.90946096372499
298.3313781,1.8,30.52777778,1.232222222,3.0,0.444444444,0.964962923,0.572088889,3.0,0.375,1.0,118.71,6.94,0.0,27.0,9.0,-4.139063379299906
302.9128096,2.1012,5.60616,0.3372,4.0,0.04,0.964068122,0.06491456,3.0,0.210526316,0.0,12.01,1.008,1.0,100.0,25.0,-6.393618634889395
307.042575,1.819056604,23.68867925,1.233207547,5.0,0.471698113,1.154677661,0.616939556,5.0,0.204081633,1.041666667,79.9,6.94,0.0,66.25,13.25,-2.7972493872664943
312.3021735,1.806153846,45.72,1.315384615,4.0,0.461538462,1.118968867,0.595239053,4.0,0.2,6.0,126.9,6.94,0.0,52.0,13.0,-3.1557981510737996
297.6684177,2.368,34.834,1.394,3.0,0.3,0.897945725,0.988896,3.0,0.419889503,0.5,114.82,6.94,0.0,30.0,10.0,-2.829311242760355
307.4186791,1.89201581,21.35494071,1.245889328,5.0,0.438735178,1.196832206,0.763784,5.0,0.239130435,0.925,40.08,6.94,0.0,63.25,12.65,-2.065785195261099
312.8309371,2.267142857,35.2394958,1.112689076,5.0,0.285714286,1.199688991,1.374168,5.0,0.457142857,0.566666667,138.91,6.94,0.0,119.0,23.8,-3.6061318564447
303.1664894,2.192,58.913,1.494,3.0,0.3,0.897945725,0.889056,3.0,0.387755102,0.5,88.91,6.94,0.0,30.0,10.0,-2.880799226056946
298.1088494,2.4175,43.77125,1.3575,4.0,0.25,1.213007566,1.07904375,4.0,0.386740331,0.4,178.49,6.94,0.0,32.0,8.0,-2.7508806791623774
312.600033,2.290299145,38.21854701,1.118589744,6.0,0.273504274,1.238234165,1.371589941,5.0,0.457142857,0.533333333,180.95,6.94,0.0,140.4,23.4,-2.857981469595683
298.0769231,2.281864407,36.77508475,1.111694915,6.0,0.279661017,1.254502982,1.357410207,6.0,0.457142857,0.55,180.95,6.94,0.0,141.6,23.6,-3.4310160769212077
309.2764859,2.318,45.9465,1.4315,4.0,0.3,1.305461684,0.880224793,3.0,0.387755102,0.5,114.82,6.94,0.0,40.0,10.0,-5.448550002027125
297.1977546,2.850224599,22.05642246,1.094893048,5.0,0.090909091,1.099399721,0.744167347,5.0,0.314285714,0.141666667,72.63,6.94,0.0,93.5,18.7,-4.308034897232639
294.9756598,2.290319149,36.10670213,1.116702128,5.0,0.265957447,1.216231418,1.36464416,5.0,0.464285714,0.520833333,138.91,6.94,0.0,117.5,23.5,-2.932245305969876
312.8669944,1.9545,11.1817,0.755,5.0,0.25,1.415022588,0.34327475,4.0,0.14673913,1.25,32.07,1.008,0.0,100.0,20.0,-2.0194690197507037
308.235615,2.351861314,36.98978102,1.109927007,6.0,0.222627737,1.35125112,1.281126992,6.0,0.442857143,0.435714286,138.91,6.94,1.0,164.4,27.4,-4.082494490447453
312.9795592,2.739193548,42.69629032,1.126451613,5.0,0.112903226,1.080609686,0.997831122,5.0,0.285714286,0.175,180.95,6.94,0.0,62.0,12.4,-2.6524389429293493
312.6040712,2.853825137,20.9510929,1.109672131,5.0,0.071038251,1.049159727,0.856755,5.0,0.314285714,0.108333333,47.87,6.94,0.0,91.5,18.3,-3.7685762881701925
298.3014674,1.824150943,21.22575472,1.226698113,5.0,0.471698113,1.123404244,0.649227734,4.0,0.199095023,1.063829787,127.6,6.94,0.0,66.25,13.25,-1.1326985834497862
302.9735967,1.856116654,20.68008442,1.229071374,6.0,0.462778204,1.153453746,0.78675625,5.0,0.239130435,1.005,91.22,6.94,0.0,78.18,13.03,-2.6620803311767016
303.8472083,2.298039216,32.4327451,1.066862745,4.0,0.333333333,1.104120927,1.24235694,4.0,0.492857143,0.708333333,118.71,6.94,0.0,204.0,51.0,-3.128592875179231
302.9974557,1.926612903,21.47370968,1.252903226,4.0,0.435483871,1.196920655,0.758263776,4.0,0.239130435,0.9,35.45,6.94,0.0,49.6,12.4,-2.050888421432222
308.3407276,2.250512821,14.07564103,0.88957265,4.0,0.401709402,1.231163891,1.230216,3.0,0.092857143,1.093023256,30.97,6.94,0.0,93.6,23.4,-6.158015195409886
294.3517053,2.292051282,37.25709402,1.117350427,6.0,0.273504274,1.239159909,1.340915385,5.0,0.457142857,0.533333333,180.95,6.94,0.0,140.4,23.4,-3.447894176020189
305.5833127,1.896969697,23.29939394,1.247575758,4.0,0.393939394,1.041913681,0.530004,4.0,0.239130435,0.8125,72.63,6.94,0.0,33.0,8.25,-2.5804199217956194
302.2594509,1.915705521,22.33472393,1.24993865,5.0,0.386503067,1.031491252,0.701677686,4.0,0.239130435,0.7875,65.38,6.94,0.0,40.75,8.15,-4.054039296422431
297.8817299,2.461111111,37.34333333,1.464222222,4.0,0.222222222,0.946115388,0.862809,3.0,0.327272727,0.333333333,126.9,6.94,0.0,36.0,9.0,-3.4919216430990394
