Target,Best_Combination,Best_Model,Best_R2,Original_R2,Improvement_Percent,Best_RMSE,Best_MAE,N_Features
Ea_eV,Original_Mat2vec_Combined,XGBoost,0.8012493715632105,0.7537265628674955,6.305046290914584,0.1086809769719338,0.0653614675496081,216
Ionic_Conductivity,Original_Mat2vec_Combined,XGBoost,0.2970152758209843,0.22197397679672692,33.80634978350484,0.19754904091252112,0.01842231474752453,216
